Country,EdLevel,Experience,Language,Salary
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,145917.0
Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18.0,MATLAB;Python;R,83531.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",28.0,Bash/Shell (all shells);Go;Java;JavaScript;Kotlin;TypeScript,162000.0
Sweden,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",18.0,Bash/Shell (all shells);C#;C++;PowerShell;SQL,83857.0
Morocco,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.0,GDScript;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,12533.0
Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,HTML/CSS;JavaScript;TypeScript,63808.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",40.0,C#;Java;JavaScript;Python;SQL;TypeScript,150000.0
United States of America,Some college/university study without earning a degree,15.0,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;PHP;SQL,135000.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Bash/Shell (all shells);Elixir;HTML/CSS;Python;Rust;Gleam,52207.0
Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",36.0,Bash/Shell (all shells);C;Dart;HTML/CSS;JavaScript;Perl;PHP;SQL,34804.0
Russian Federation,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Bash/Shell (all shells);C;JavaScript;Python,7656.0
Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,JavaScript;SQL;TypeScript,109160.0
Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,HTML/CSS;JavaScript;PHP;SQL,12633.0
Switzerland,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",48.0,HTML/CSS;Java;Kotlin;Scala,223187.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL,106190.0
Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Java;SQL;Swift,3.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22.0,Bash/Shell (all shells);Python;SQL,76512.0
France,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",5.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;Python;SQL,23203.0
United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,14.0,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;Rust;SQL,81685.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL,106000.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16.0,HTML/CSS;JavaScript;Python;SQL,139218.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Perl;PHP;PowerShell;Python;SQL;Swift,100000.0
Spain,Primary/elementary school,44.0,HTML/CSS;JavaScript;PHP;Python,20883.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python,250000.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",31.0,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,74878.0
United States of America,Some college/university study without earning a degree,25.0,C;C++;Perl;PowerShell;SQL,210000.0
Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Java;SQL,24211.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,Dart;HTML/CSS;JavaScript;TypeScript,11624.0
Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22.0,C#;Elixir;F#;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript;Gleam,127616.0
Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35.0,Java;Kotlin;SQL,84277.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40.0,C++;HTML/CSS;Java;JavaScript;SQL,175000.0
Greece,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,52207.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35.0,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;Lua;Python;SQL,250000.0
Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16.0,C#;HTML/CSS;TypeScript,116015.0
Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,Bash/Shell (all shells);C#;Go;JavaScript;PowerShell;Rust;TypeScript,63808.0
United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20.0,Bash/Shell (all shells);JavaScript;Python;Rust;SQL;TypeScript,100000.0
France,"Associate degree (A.A., A.S., etc.)",18.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Scala,46406.0
Canada,Some college/university study without earning a degree,31.0,C;C#;Go;HTML/CSS;Java;JavaScript;PHP;Rust;SQL;Swift;TypeScript,109438.0
Netherlands,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",37.0,Assembly;Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,75410.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",42.0,Python;R;SQL,125000.0
Italy,Some college/university study without earning a degree,30.0,C#;SQL,34804.0
Nepal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Bash/Shell (all shells);JavaScript;Python;Swift;TypeScript,14544.0
Switzerland,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",30.0,Bash/Shell (all shells);C;C++;Fortran;HTML/CSS;MATLAB;Python,164911.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13.0,TypeScript,78890.0
United Kingdom of Great Britain and Northern Ireland,Primary/elementary school,35.0,C#;Dart;HTML/CSS;Python;SQL;TypeScript,68071.0
Japan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Assembly;Bash/Shell (all shells);C#;C++;Delphi;Fortran;Java;JavaScript;Lisp;Perl;PowerShell;Python;Ruby;SQL;TypeScript;VBA;Visual Basic (.Net),19345.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",29.0,Bash/Shell (all shells);Groovy;Python;SQL,119495.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;R;SQL;VBA,65663.0
Canada,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",8.0,HTML/CSS;JavaScript;PHP;Python;SQL,58367.0
Pakistan,Primary/elementary school,6.0,HTML/CSS;JavaScript;PHP;Python;Rust;SQL;TypeScript,10133.0
Italy,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Bash/Shell (all shells);C;C#;C++;GDScript;JavaScript;Python;Rust;TypeScript,52207.0
France,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3.0,HTML/CSS;JavaScript;SQL;VBA,48726.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22.0,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,92812.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8.0,Bash/Shell (all shells);C#;C++;Java;PowerShell;Python;SQL,83531.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,43775.0
Serbia,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",25.0,Bash/Shell (all shells);C;HTML/CSS;Java;Kotlin;Python;Ruby;Rust;SQL,148496.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26.0,HTML/CSS;JavaScript;TypeScript,163370.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;SQL;Swift;TypeScript,260.0
Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Bash/Shell (all shells);C#;HTML/CSS;PHP;PowerShell;SQL,127616.0
Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",26.0,HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,70994.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Bash/Shell (all shells);C#;HTML/CSS;PowerShell;Python;Scala,200000.0
South Africa,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18.0,Bash/Shell (all shells);C;Python;R;Rust;SQL,214240.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",46.0,C#;JavaScript;SQL;Visual Basic (.Net),163370.0
Belgium,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,81210.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",28.0,C#;HTML/CSS;JavaScript;Python;SQL;Visual Basic (.Net),208000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,C++;Java;JavaScript;Python;Rust,232479.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,Bash/Shell (all shells);C;C++;Groovy;Java;JavaScript;Kotlin;PowerShell;Python;Swift;TypeScript,69609.0
Hungary,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.0,Bash/Shell (all shells);Kotlin;Python;Swift,127616.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,C#;JavaScript;PowerShell,98612.0
Bulgaria,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25.0,Assembly;Bash/Shell (all shells);C;C++;Lua;Python,35584.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",38.0,Bash/Shell (all shells);C;C++;Lua;MATLAB;PowerShell;Python,99000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Swift,240000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,150000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3.0,C++;Go;Python;Rust,9299.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;SQL;Swift,156563.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;TypeScript,109438.0
Pakistan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,HTML/CSS;JavaScript;TypeScript,12347.0
United States of America,Some college/university study without earning a degree,40.0,Assembly;Bash/Shell (all shells);C;C#;Java;PowerShell;SQL,162000.0
Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",43.0,Bash/Shell (all shells);C;C#;C++;Java;Python,115304.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16.0,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,160000.0
Costa Rica,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",24.0,Bash/Shell (all shells);Java;JavaScript;PowerShell;Python;SQL,7300.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,HTML/CSS;JavaScript;Python;TypeScript,90000.0
United States of America,Some college/university study without earning a degree,15.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,80.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,230000.0
Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,Dart;Java;JavaScript;Python;SQL,30297.0
Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.0,C#;C++;HTML/CSS;JavaScript,52207.0
Serbia,Some college/university study without earning a degree,30.0,C#;Delphi;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,59398.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22.0,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Visual Basic (.Net),175000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;SQL;Swift;TypeScript;Visual Basic (.Net),104000.0
United Kingdom of Great Britain and Northern Ireland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10.0,C++;Dart;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,72155.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Bash/Shell (all shells);C#;Elixir;Go;HTML/CSS;JavaScript;OCaml;PowerShell;Rust;SQL;TypeScript,135000.0
Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25.0,C#;JavaScript;PowerShell;SQL;TypeScript,117014.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21.0,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,275000.0
Canada,"Associate degree (A.A., A.S., etc.)",15.0,C#;Elixir;HTML/CSS;JavaScript;Python;SQL,73688.0
United States of America,Some college/university study without earning a degree,20.0,Bash/Shell (all shells);C;C#;C++;Elixir;GDScript;Go;HTML/CSS;JavaScript;PHP;PowerShell;Rust;SQL;TypeScript;Visual Basic (.Net),125000.0
Dominican Republic,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",47.0,Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;PHP;PowerShell;Python;R;SQL,110000.0
Singapore,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",21.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Lisp;Python;Ruby;TypeScript,242148.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16.0,C#;PowerShell;TypeScript,52207.0
Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",30.0,Bash/Shell (all shells);Go;Python;SQL,90000.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14.0,Bash/Shell (all shells);Elixir;Go;HTML/CSS;JavaScript;Ruby;SQL;TypeScript,126456.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",28.0,Bash/Shell (all shells);C++;HTML/CSS;PowerShell;Python,98612.0
Ireland,Some college/university study without earning a degree,37.0,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Perl;PHP;Python;Rust;SQL;TypeScript,201139.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",36.0,Go;HTML/CSS;JavaScript;PHP,100000.0
United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",35.0,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;SQL,250000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,JavaScript;Kotlin;Python;SQL;TypeScript,173250.0
Philippines,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,C#;Dart;JavaScript;PowerShell;Python;TypeScript;VBA,43897.0
Spain,Some college/university study without earning a degree,14.0,HTML/CSS;JavaScript;Python;Ruby;Rust;SQL,96524.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26.0,Bash/Shell (all shells);C#;C++;Dart;Go;Groovy;Java;JavaScript;PowerShell;Python;Rust;SQL,205000.0
Portugal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23.0,Bash/Shell (all shells);Go;JavaScript;TypeScript,81210.0
United States of America,"Associate degree (A.A., A.S., etc.)",11.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL,120000.0
Argentina,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35.0,Bash/Shell (all shells);HTML/CSS;R;SQL,71657.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,118443.0
Russian Federation,Some college/university study without earning a degree,15.0,Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;PHP;PowerShell;Python;Rust;SQL;TypeScript,1914.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Bash/Shell (all shells);C++;Elixir;HTML/CSS;JavaScript;Kotlin;Python;Ruby;Rust;Swift;TypeScript,116240.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,Go;HTML/CSS;JavaScript;Python;TypeScript,300000.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23.0,Groovy;HTML/CSS;Java;JavaScript;Kotlin;SQL,104413.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,72958.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",52.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;SQL,195000.0
Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,129936.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Python,120000.0
Hungary,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",31.0,GDScript;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Ruby;Rust;SQL;TypeScript,191424.0
Norway,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Python;R,29648.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Ruby,175000.0
China,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,C;C#;C++;Dart;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;TypeScript,300000.0
Georgia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,HTML/CSS;Java;JavaScript;Python;Rust;TypeScript,18000.0
United States of America,Some college/university study without earning a degree,36.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;SQL;TypeScript,120000.0
Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,Bash/Shell (all shells);C;C#;HTML/CSS;JavaScript;MATLAB;Python,16664.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;R;SQL;TypeScript,330000.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Kotlin;Rust;SQL,55687.0
France,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",41.0,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,185623.0
United Kingdom of Great Britain and Northern Ireland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",14.0,Lisp;Ruby;Rust;TypeScript,176984.0
United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",45.0,HTML/CSS;JavaScript,40000.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,167804.0
Italy,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",12.0,Bash/Shell (all shells);C#;COBOL;Dart;HTML/CSS;JavaScript;SQL,40605.0
Portugal,Some college/university study without earning a degree,25.0,C#;JavaScript;PowerShell;SQL;TypeScript,63808.0
Portugal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,C++;HTML/CSS;JavaScript;MATLAB;PHP;Python;SQL;TypeScript,15036.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Python;Ruby;SQL;TypeScript,167804.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;TypeScript,104413.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,60328.0
Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Kotlin;PHP;Python;Ruby;Rust;SQL;TypeScript,60000.0
Italy,Some college/university study without earning a degree,38.0,Assembly;Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;Rust,49886.0
Paraguay,Some college/university study without earning a degree,16.0,Bash/Shell (all shells);C#;Dart;F#;Go;HTML/CSS;JavaScript;Kotlin;PowerShell;Python;R;SQL;TypeScript,48132.0
Russian Federation,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Bash/Shell (all shells);Elixir;Go;HTML/CSS;JavaScript;Lua;Ruby;SQL;TypeScript,65073.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6.0,HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,130000.0
Czech Republic,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",8.0,Bash/Shell (all shells);GDScript;Go;HTML/CSS;JavaScript;PHP;Python;Rust;SQL,67400.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9.0,R;SQL,160000.0
Nepal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,HTML/CSS;JavaScript;PHP,21816.0
Sweden,Some college/university study without earning a degree,15.0,Bash/Shell (all shells);C;C++;Go;Groovy;TypeScript,146750.0
Argentina,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5.0,C#;C++;PHP;Python;SQL,7208.0
United States of America,"Associate degree (A.A., A.S., etc.)",17.0,C#;HTML/CSS;JavaScript;SQL;TypeScript;Visual Basic (.Net),127500.0
United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a degree,40.0,Bash/Shell (all shells);Go;Groovy;HTML/CSS;JavaScript;Lua;Python;Ruby;Scala;SQL;TypeScript,106190.0
